uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label,Screen Name,Name
384858886,47,85,1673,Legitimate User,feqnda,Fede 
392094997,667,1361,3267,Legitimate User,IrenePecorella,Irene ッ
393255100,46,90,474,Legitimate User,DanielePaiella,Daniele Paiella
395890746,12,33,61,Legitimate User,InVinoVenditas,InVinoVenditas
397337275,20,192,1506,Legitimate User,simone7travella,Simone Travella
400741034,333,241,399,Legitimate User,samuagos,Samuele Agostini
400826236,91,168,240,Legitimate User,Stefidoc,Stefania Vinciguerra
402034337,9,41,30,Legitimate User,65sign,Giovanni Cimmino
405135128,16,131,86,Legitimate User,emacec,emanuele cecconi
405611085,218,1300,624,Legitimate User,itcalcam,Matteo Calcagno
406150965,237,440,1933,Legitimate User,iCosti,Costanza Fabiani
406923780,32,164,130,Legitimate User,stc_mrc,Marco Stecca
407302551,16,39,62,Legitimate User,FedericoPiai,Federico Piai
408637014,86,81,194,Legitimate User,MimuMiglietta,Lorenzo Miglietta
409297732,71,203,3625,Legitimate User,TeoCup,Matteo Cupello
409503051,8,55,59,Legitimate User,teoden44,Teo
410193975,133,377,318,Legitimate User,RobiBracciale,Roberta Bracciale
412604603,2,41,118,Legitimate User,tommaso_lupo,Tommaso Lupo
421319874,66,144,5297,Legitimate User,BrunoMaggi,bruno maggi
423410028,237,675,385,Legitimate User,AcerbiMoretti,AcerbiMoretti
423649561,22,14,15,Legitimate User,EnricoFacchini,Enrico Facchini
424920096,82,173,1882,Legitimate User,IagoMenichetti,Mr. Touch
425209420,11,59,22,Legitimate User,stefacap,Stefano Capezzone
426932675,3,58,12,Legitimate User,dottorGazza,Salvatore Dazzo
428213157,16,38,95,Legitimate User,Fr_la_,fr_la
428259355,65,100,343,Legitimate User,Righine,Riccardo Ghinelli
428434740,516,2000,414,Legitimate User,savescattaglia,Saverio Scattaglia
429414906,514,1176,1770,Legitimate User,corradosorge,Corrado Sorge
433988089,217,1308,855,Legitimate User,MonniMatteo,Matteo Monni
435045600,25,59,21,Legitimate User,m_loreti,Michele Loreti
437392860,44,126,374,Legitimate User,autozoom_,Mauro Cioni
437721739,0,8,4,Legitimate User,vallubrax,valentino
550428173,2,24,125,Legitimate User,fiorigorini,igor fiorini
479506412,15,55,20,Legitimate User,alessiolunardel,alessio lunardelli
440128266,452,1710,2991,Legitimate User,StefanoSciacchi,Stefano Sciacchitano
479815906,112,165,211,Legitimate User,MDRupert,Matteo Della Rocca
986364644,40,188,29,Legitimate User,DanieleFerrise,Daniele Ferrise
552027659,426,139,9749,Legitimate User,B_R_A_M_S_T_O_K,Alessandro 
724632068,16,51,817,Legitimate User,RacheleCeleste,Rachel Celeste
987245388,1,12,33,Legitimate User,sviciani,Stefano Viciani
442592200,89,717,216,Legitimate User,marco_bordo,Marco Bordo
482148232,58,303,339,Legitimate User,tarkus92,Giacomo Sannino
446366385,17,59,39,Legitimate User,Lampisa,Francesca Nicolini
483227930,55,187,889,Legitimate User,alleiram70,Mariella Nardi
483838785,537,326,2714,Legitimate User,maledettoscano,maledettoscano~AP
449195625,21,108,11,Legitimate User,weediversion,Francesca Frontini
995328134,187,372,3859,Legitimate User,mirabilia99,Mrella  Serattini 
486991172,45,113,1020,Legitimate User,Fuliggine73,Daniele G.
487275447,7,29,46,Legitimate User,ContePierguido,Pierguido Conte
452726181,33,91,960,Legitimate User,stefanoahiahi,Caròn Dimonio
453034522,56,286,642,Legitimate User,MarcelloBeretta,Marcello Beretta
487880355,156,563,143,Legitimate User,isagnaz,Strana Forte
754656198,14,85,95,Legitimate User,paolbot,Paolo Bottaro
1001305494,76,130,1446,Legitimate User,antonella_curci,Antonella Curci
561814955,49,117,346,Legitimate User,jane86_jane,Jubi Starlight
766507921,58,424,159,Legitimate User,StefanoPusced71,Stefano Pusceddu
491275814,692,1902,872,Legitimate User,AnFreschi,Andrea Freschi
491391312,16,44,45,Legitimate User,gabbevox,gabriele brunotti
769388442,151,279,557,Legitimate User,tiziana55it,TizianaP
564751387,23,113,318,Legitimate User,BuloBlackPongo,Luca Pazzagli
565292271,189,375,85,Legitimate User,Immobidick,Immobidick
493462829,106,221,1589,Legitimate User,Andrea_Enea,Andrea Enea
493919122,30,87,314,Legitimate User,matteotaramelli,Matteo Taramelli
462251578,7,89,79,Legitimate User,AntoPrevidi,Antonella Previdi
495378971,49,91,637,Legitimate User,iMic70,michele ferraris
464014539,36,48,244,Legitimate User,MarcelloFerrar,Marcello Ferraro
1017001452,3,16,1,Legitimate User,clagenn,Claudio Gennaro
1018511592,9,28,172,Legitimate User,GianniRubagotti,Gianni Rubagotti
499717759,91,201,690,Legitimate User,FCupellini,Federico Cupellini
573824373,83,225,468,Legitimate User,Matteo_Iorio,Matteo»
499933271,43,132,298,Legitimate User,neeralu,Fla_Francesca 
469218793,1493,930,7722,Legitimate User,tico_palabra,Dodo
501066121,588,612,29852,Legitimate User,nikizag7,niki zago
469454275,440,704,522,Legitimate User,AC2_Lit_Agency,AC² Literary Agency
1028535421,14,144,118,Legitimate User,martinoghisleni,Martino Ghisleni
578266551,54,128,691,Legitimate User,ChiaraM_87,Chiara Mezzavilla
504803459,24,66,155,Legitimate User,sele85_1,Selene
504944262,82,194,2270,Legitimate User,angelomaggioni,angelo maggioni
475246008,95,193,788,Legitimate User,MicheleCocco_,Michele Cocco
475693524,14,213,12,Legitimate User,MarineveC,m.neve
819790166,22,82,157,Legitimate User,Fabrizio_Loche,Fabrizio Loche
477087533,13,51,45,Legitimate User,MarcoChiodetti,Marco Chiodetti
515405009,36,80,459,Legitimate User,ElisabettaLucc2,Elisabetta Lucchi
515909793,47,193,0,Legitimate User,NGaribbo,NADIA GARIBBO
833089766,548,1217,4137,Legitimate User,escapologo,escapologo
834141984,25,56,168,Legitimate User,LadyBertonskaya,Lady Bertonskaya
525408377,32,111,32,Legitimate User,buzzi_mc,M.Claudia Buzzi
526702246,13,25,23,Legitimate User,EricaBrigasco,Erica Brigasco
602758496,16,133,7,Legitimate User,GiorgiaMobilia,Giorgia Mobilia
866254687,59,319,1196,Legitimate User,AlexBettega_,Alex Bettega
535670031,9,43,93,Legitimate User,Zighinetto,Zighinetto
605521007,283,58,1033,Legitimate User,BassilichiSpa,Bassilichi
536512353,10,38,247,Legitimate User,FFalorni,Fabio Falorni
538395588,12,79,298,Legitimate User,MoniaGiannini_7,Monia Giannini
607937852,103,451,683,Legitimate User,CMosticchio,Carlo Mosticchio
539143317,233,344,1021,Legitimate User,Bommaraya,Francesco Bommartini
543301439,674,1165,747,Legitimate User,monicadaolio,monicadaolio
543727249,273,518,971,Legitimate User,Sissygraf,Sissy
614249086,31,179,32,Legitimate User,DGSCdCMicrosoft,DGS CdC Microsoft
893784643,89,260,2224,Legitimate User,movimentozero,zanni
898218318,17,60,47,Legitimate User,RoccoPierri,Rocco Pierri
899934248,1187,1732,1018,Legitimate User,itfakers,scova profili falsi 
621508569,4,20,23,Legitimate User,Zob_Giallo_Matt,Matteo Bresciano
622618462,12,56,11,Legitimate User,EliaBerti,Elia Berti
916815853,40,172,168,Legitimate User,fabriss_pec,Fabrizio Puce
919599445,33,108,30,Legitimate User,silviaggia_,Silvia Giannini
629208634,117,318,462,Legitimate User,bejelit_,Alice Tramaglini
1147652996,2,14,16,Legitimate User,testami2334,test-a-mi
938775151,44,49,54,Legitimate User,SandroEtalle,Sandro Etalle
947759960,32,36,44,Legitimate User,m_arinell_a,Marinella Petrocchi
948165787,11,46,22,Legitimate User,flav_tw,flavio sartor
955966339,35,98,365,Legitimate User,paolozapp,Paolo Zappalà
960978096,27,59,82,Legitimate User,LucaDiamanti,Luca Diamanti
962500717,6,47,46,Legitimate User,edbompa,Edgar
964327405,26,40,52,Legitimate User,ASpognardi,Angelo Spognardi
968350345,41,103,17,Legitimate User,mttbrivio,Matteo Brivio
971643848,56,206,31,Legitimate User,MartiriaOff,Martiria
974434579,65,178,690,Legitimate User,alessandro_ci,Alessandro.Ci
982398253,6,41,43,Legitimate User,mirkospadafina,Mirko spadafina
982457101,17,69,26,Legitimate User,GaiaBalossi,Gaia Balossi
982676647,18,47,348,Legitimate User,dinbarbe,Dino Barberini
11990112,1252,822,3570,Legitimate User,danielequercia,danielequercia
14474989,47,22,575,Legitimate User,federicobo67,Fede67
14867242,93,45,166,Legitimate User,ianwakeman,ian wakeman
15530118,21,42,57,Legitimate User,albertolluch,Alberto Lluch
17498356,47,98,65,Legitimate User,fdellutri,Fabio Dellutri
19861856,947,699,14941,Legitimate User,alsothings,Ben Fields
22407164,7,27,37,Legitimate User,Cargo444,Aldo Ricci
22600059,11,5,5,Legitimate User,malmostoso1958,Alberto Betti
22840934,272,155,2769,Legitimate User,gardeniaT,Irene Zanatta
22994885,615,376,6422,Legitimate User,alansaid,Alan Said
30638954,253,320,4304,Legitimate User,Bosone_Higgs,Bosone di Higgs
31107779,43,90,133,Legitimate User,fedy2,Federico De Faveri
45434489,99,110,511,Legitimate User,GeoGiorgio,Giorgio Franchino
47081262,89,182,291,Legitimate User,nys0s,Markus Huber
47637732,239,489,2391,Legitimate User,pavloskaz,Pavlos Kazakopoulos
61728897,40,98,49,Legitimate User,RiccardoAlberto,Riccardo Albertoni
72863207,19682,17637,112283,Legitimate User,leaderswest,Jim Dougherty
80849401,123,154,1883,Legitimate User,LSimonetta,Leo Simonetta
91866630,15206,51,17642,Legitimate User,NatalieMistress,Mistress Natalie
96109716,89,29,10479,Legitimate User,bista92,Andrea Bistarelli ï£¿
118197667,45,21,349,Legitimate User,aesuli,Andrea Esuli
133387350,18,20,251,Legitimate User,windonthebeach,Massimo
206326866,12,3,5,Legitimate User,Ciuisco,Francesco Spognardi
240173232,30,32,1575,Legitimate User,relax_nl,Relax
240821668,16,32,30,Legitimate User,hallertripod,Ugo D'Ambrosio
254497239,235,169,1891,Legitimate User,anxosan,Anxo SÃ¡nchez
281623827,67,132,690,Legitimate User,IngRandi,Enrico Randi
294182639,15,27,104,Legitimate User,D0s_0n,Federico Bertola
305476548,54,77,86,Legitimate User,FabianoDalpiaz,Fabiano Dalpiaz
333412049,57,161,685,Legitimate User,worldofpiggy,Piggy
339887833,38,26,83,Legitimate User,Roccocullo,Rita Coccorullo
363161920,399,456,27743,Legitimate User,wildnfree1,Wildnfree
394789922,55,135,341,Legitimate User,NorthernVulture,Elena Venanzetti
397034400,18,13,42,Legitimate User,skz5k2,Francesco Mauro
425767265,9,14,4,Legitimate User,VincenzoCiancia,Vincenzo Ciancia
425878819,6,23,293,Legitimate User,rubenics,rubenics
443896569,428,195,2801,Legitimate User,THG_Ita,TheHungerGamesDotIt
488525613,1,14,11,Legitimate User,ToporagnoB,Marco B
583885189,2395,2481,2003,Legitimate User,socialmedialif,Social Media Life
588147020,15,28,20,Legitimate User,brontoArina,Arianna B.
614133542,108,102,312,Legitimate User,fioPSD,fioPSD
780431689,2,9,1,Legitimate User,ItalysNightlife,Italy's Nightlife
791830218,12,23,3,Legitimate User,Mo_of_WebDesign,MonstersOfWebDesign
821873300,1,17,1,Legitimate User,dsciutti,davide mascitti
832044601,5,45,28,Legitimate User,iON_PRE,PRELUSiON
851100607,18,37,9,Legitimate User,TizianoDEMARIA,Tiziano DEMARIA
890871740,11,13,3,Legitimate User,Az_WebLabIdeas,Andrea ZambÃ¹
975603631,1,3,1,Legitimate User,danyca60,danilo casini
980531466,1,1,1,Legitimate User,highwaytotech,HighwayToTech
983033413,5,35,151,Legitimate User,moroni_mario,mario moroni
1010894497,59,66,230,Legitimate User,holyfocaccia,Holyfocaccia
39588706,3,9,5,Legitimate User,sotila,carla bonvino
13972932,7841,584,6036,Legitimate User,bobmcmillan,Robert McMillan
90626911,152,293,160,Legitimate User,MontseCo,Montse Cuadros
321257315,7,46,17,Legitimate User,Falko_vK,Falko von KÃ¼ster
1120176186,11,257,22,Content Polluter,MadonnaCarson,Madonna Carson
1124249136,11,226,20,Content Polluter,ArdelleMckee,Ardelle Mckee
1124264132,13,281,19,Content Polluter,IsadoraWilson,Isadora Wilson
1124293891,19,237,21,Content Polluter,GenesisMerrill,Genesis Merrill
1124295318,20,262,22,Content Polluter,KentCaldwell3,Kent Caldwell
1124301420,14,269,19,Content Polluter,DrucillaSeller1,Drucilla Sellers
1124314592,13,242,22,Content Polluter,HelaineTaylor,Helaine Taylor
1124348202,8,235,19,Content Polluter,SenaidaHayes,Senaida Hayes
1124360551,13,265,23,Content Polluter,MayraGlass11,Mayra Glass
1124407771,9,257,26,Content Polluter,NovaBowers2,Nova Bowers
1124447899,10,259,32,Content Polluter,LenardYates1,Lenard Yates
1124453858,7,227,20,Content Polluter,ReinaldoFrank3,Reinaldo Frank
1124459342,14,259,23,Content Polluter,CassondraJohns4,Cassondra Johns
1124512352,13,228,20,Content Polluter,DinorahMoss,Dinorah Moss
1124542038,16,282,27,Content Polluter,VasilikiTaylor,Vasiliki Taylor
1124550980,6,218,19,Content Polluter,HalSteele,Hal Steele
1124613985,14,259,24,Content Polluter,CandiceBowers16,Candice Bowers
1124616192,12,258,21,Content Polluter,StephnieRandol1,Stephnie Randolph
1124632188,5,230,16,Content Polluter,LeighTrujillo14,Leigh Trujillo
1124643068,5,225,23,Content Polluter,JeanCase17,Jean Case
1124711090,12,245,25,Content Polluter,DorseyRiggs,Dorsey Riggs
1124739583,6,256,27,Content Polluter,DedraGutierrez,Dedra Gutierrez
1124770110,13,241,28,Content Polluter,LizGilbert12,Liz Gilbert
1124788411,10,236,22,Content Polluter,PageSantos,Page Santos
1124807293,18,266,26,Content Polluter,JacquelynnCantr,Jacquelynn Cantrell
1125327924,13,217,21,Content Polluter,EdythMorrison,Edyth Morrison
1125357410,11,261,25,Content Polluter,VanAndrews2,Van Andrews
1125395220,16,249,22,Content Polluter,LibradaEllis,Librada Ellis
1125604190,6,262,19,Content Polluter,DemetraHayes,Demetra Hayes
1125863318,12,236,20,Content Polluter,AstridMayer4,Astrid Mayer
1125890246,10,239,19,Content Polluter,TeodoroHenry2,Teodoro Henry
1125962952,10,238,19,Content Polluter,JessieWarner17,Jessie Warner
1125979442,7,268,21,Content Polluter,KazukoSlater,Kazuko Slater
1126034406,11,256,20,Content Polluter,ReginiaRice,Reginia Rice
1126057680,8,242,21,Content Polluter,ImeldaBurris10,Imelda Burris
1126097768,12,258,26,Content Polluter,MorganMoreno11,Morgan Moreno
1126130328,14,261,27,Content Polluter,QuincyHolmes2,Quincy Holmes
1126192496,14,246,18,Content Polluter,JaeSandoval,Jae Sandoval
1126249350,10,238,15,Content Polluter,ErrolMiddleton,Errol Middleton
1126399904,11,228,24,Content Polluter,SharmaineBest,Sharmaine Best
1126405698,14,246,18,Content Polluter,HertaMarsh2,Herta Marsh
1126439455,9,259,24,Content Polluter,CassandraSimm16,Cassandra Simmons
1126623571,11,242,25,Content Polluter,GarlandBailey1,Garland Bailey
1126840332,9,195,15,Content Polluter,AlenaFields1,Alena Fields
1126853088,11,244,20,Content Polluter,MaybellTanner1,Maybell Tanner
1126864016,15,244,24,Content Polluter,KimberFields2,Kimber Fields
1126883186,19,250,26,Content Polluter,LouanneValenzue,Louanne Valenzuela
1126886184,9,255,21,Content Polluter,CharlsieMcknigh,Charlsie Mcknight
1126890631,13,220,19,Content Polluter,RubinWeeks,Rubin Weeks
1126890798,8,251,24,Content Polluter,MitsukoLeonard,Mitsuko Leonard
1126916953,11,246,17,Content Polluter,YiOrr1,Yi Orr
1126921074,11,236,20,Content Polluter,KatherinaVasqu2,Katherina Vasquez
1126944366,11,236,15,Content Polluter,MarcelinoFishe1,Marcelino Fisher
1126950427,14,253,21,Content Polluter,ZacheryNash1,Zachery Nash
1126958802,13,270,24,Content Polluter,RandalMalone,Randal Malone
1126962823,13,238,20,Content Polluter,KathieDavis16,Kathie Davis
1126969171,21,294,26,Content Polluter,CathieCamacho,Cathie Camacho
1126978626,12,260,24,Content Polluter,ChanellHoffman2,Chanell Hoffman
1126989775,6,263,26,Content Polluter,ChantaySandoval,Chantay Sandoval
1127005453,7,242,17,Content Polluter,MerleneValdez,Merlene Valdez
1127010846,15,260,22,Content Polluter,ArielEmerson4,Ariel Emerson
1127012520,13,239,20,Content Polluter,DeberaHarrison1,Debera Harrison
1127013050,18,255,19,Content Polluter,Armando34372057,Armando Delacruz
1127015257,16,242,22,Content Polluter,EnriqueHart2,Enrique Hart
1127023860,14,263,20,Content Polluter,JulieBenton11,Julie Benton
1127025932,10,244,23,Content Polluter,ReedClarke1,Reed Clarke
1127026316,12,226,22,Content Polluter,BernardinaBrya1,Bernardina Bryan
1127029874,9,221,20,Content Polluter,KieshaSmall1,Kiesha Small
1127034602,16,248,22,Content Polluter,EunWebster1,Eun Webster
1127036438,14,249,30,Content Polluter,DannaLindsey1,Danna Lindsey
1127042088,15,244,20,Content Polluter,DeedraDillon1,Deedra Dillon
1127056663,10,230,23,Content Polluter,JackquelineLowe,Jackqueline Lowery
1127059790,14,246,25,Content Polluter,ThereseCarrill9,Therese Carrillo
1127064612,9,222,23,Content Polluter,LupeBecker10,Lupe Becker
1127064944,11,245,24,Content Polluter,ShontaLawson,Shonta Lawson
1127066796,11,257,24,Content Polluter,AdolfoGibbs,Adolfo Gibbs
1127067181,16,254,23,Content Polluter,HoneyHarper3,Honey Harper
1127077592,8,242,22,Content Polluter,FallonParrish2,Fallon Parrish
1127080364,14,258,18,Content Polluter,AlysiaLloyd1,Alysia Lloyd
1127081611,11,233,27,Content Polluter,VoncileMercer,Voncile Mercer
1127094674,13,251,23,Content Polluter,SidWaters1,Sid Waters
1127105233,13,240,16,Content Polluter,LaverneBarber10,Laverne Barber
1127105250,11,266,16,Content Polluter,KassieGlass3,Kassie Glass
1127105509,13,246,29,Content Polluter,KarylOchoa,Karyl Ochoa
1127114233,12,230,24,Content Polluter,RolandeChen1,Rolande Chen
1127132214,16,247,19,Content Polluter,IsmaelLarson,Ismael Larson
1127137806,12,233,24,Content Polluter,AssuntaKeith2,Assunta Keith
1127139246,10,262,24,Content Polluter,MillieWolf9,Millie Wolf
1127150011,14,220,20,Content Polluter,CatheyWeber,Cathey Weber
1127151044,10,224,16,Content Polluter,AsaHester,Asa Hester
1127159532,16,277,26,Content Polluter,ArthurNolan2,Arthur Nolan
1127165334,19,248,27,Content Polluter,SebastianAlliso,Sebastian Allison
1127165706,14,236,16,Content Polluter,YongLeach2,Yong Leach
1127167910,11,260,16,Content Polluter,Bethany22088992,Bethany Scott
1127173856,15,228,13,Content Polluter,BeckiKirby1,Becki Kirby
1127177594,10,247,22,Content Polluter,CoreenReese,Coreen Reese
1127183491,12,260,25,Content Polluter,GilbertFowler,Gilbert Fowler
1127186004,12,249,21,Content Polluter,EliaRusso2,Elia Russo
1127193253,5,232,18,Content Polluter,WileyKelly1,Wiley Kelly
1127205985,15,258,18,Content Polluter,DaphneAlvarez8,Daphne Alvarez
1127216318,15,223,20,Content Polluter,ChristeneHancoc,Christene Hancock
1127218854,12,253,26,Content Polluter,Patrick01266681,Patrick Griffin
1127237954,10,268,23,Content Polluter,NeomaGraves,Neoma Graves
1127238390,0,0,0,Content Polluter,AuroraBurns12,Aurora Burns
1127241931,13,215,27,Content Polluter,TandraRiddle,Tandra Riddle
1127260807,11,269,19,Content Polluter,MalissaMeyers,Malissa Meyers
